ID;DEPARTAMENTO;ACCESS POINT;ATA AUDIOCODES;EQUIPO CLIENTE;EQUIPO SERVIDOR;IMPRESORA LASER;MESA PARA TV O IMPRESORA;SKY EDGE WEB ENHANCE;SWITCH 8 PUERTOS;TELEFONO PUBLICO;"TELEVISOR 42""";Total general
50661;SUCRE;AP1706;AT1706;;ES1706;;ME2694;SE1706;SW1706;TP1706;TV1706;8
50662;SUCRE;AP1731;AT1731;;ES1731;IM1731;ME2527;SE1731;SW1731;;TV1731;8
50663;SUCRE;AP1822;AT1822;;ES1822;IM1822;ME2668;SE1831;SW1822;TP2024;TV1822;9
50664;SUCRE;AP1722;AT1722;;ES1722;IM3313;;SE1722;SW1722;TP2025;TV1722;8
50665;SUCRE;AP1886;AT1886;;ES2914;IM1886;ME2796;SE1886;SW1886;TP4906;TV1886;9
50666;SUCRE;AP2002;AT2065;;ES2002;IM1952;ME2738;SE2070;SW2002;TP2002;TV1952;9
50667;SUCRE;AP2009;AT2055;;ES2086;IM2086;ME2740;SE2073;SW2047;TP2097;TV2007;9
50668;SUCRE;AP1718;AT1718;;ES1718;IM1718;ME2511;SE1718;SW1718;;TV1718;8
50669;SUCRE;AP1876;AT1876;;ES1882;IM1876;ME2646;SE2060;SW1876;TP3193;TV1876;9
50670;SUCRE;AP1717;AT1717;;ES1717;IM3307;ME2512;SE1717;SW1717;TP4962;TV1717;9
50671;SUCRE;AP1804;AT1806;;ES1806;IM1806;ME2653;SE1816;SW1806;TP2099;TV1806;9
50672;SUCRE;AP1821;AT1821;;ES1821;IM1821;ME2667;SE1795;SW1821;TP2044;TV1821;9
50673;SUCRE;AP1901;AT1851;;ES1901;IM1901;ME2775;SE1905;SW1901;TP2012;TV1905;9
50674;SUCRE;AP1932;AT1987;;ES2025;;ME2827;SE1938;SW1925;TP1875;TV3356;8
50675;SUCRE;AP1927;AT1978;;ES2016;;ME2774;SE1904;SW1926;TP3122;TV1966;8
50676;SUCRE;AP1894;AT1894;;ES1894;IM1894;ME2794;SE1894;SW1894;;TV1894;8
50677;VALLE DEL CAUCA;AP1057;AT1050;;ES0862;IM1050;ME1896;SE0889;SW1107;TP0894;TV0900;9
50678;VALLE DEL CAUCA;AP0860;AT1150;;ES1010;IM0920;ME2040;SE1120;SW0910;TP3418;TV0920;9
50681;CAUCA;AP0118;AT0118;;ES3083;IM0118;ME3625;SE0118;SW2902;TP0118;TV0118;9
50682;CAUCA;AP0677;AT0687;;ES0514;IM0507;ME1059;SE0531;SW0811;TP0456;TV0317;9
50686;CAUCA;AP0109;AT0109;;;IM0109;;SE0109;SW0109;TP0109;TV2894;7
50688;VALLE DEL CAUCA;AP0904;AT0934;;ES1083;IM0984;ME3724;SE1133;SW1044;TP2910;TV1024;9
50689;VALLE DEL CAUCA;AP0999;AT1179;;ES0949;IM0899;ME1770;SE1095;SW1199;TP0999;TV1199;9
50690;VALLE DEL CAUCA;AP1156;AT1086;;ES0886;IM1146;ME1812;SE1196;SW0856;TP1036;TV1146;9
50691;VALLE DEL CAUCA;AP1180;AT1057;;ES1025;;ME1874;SE0863;SW0874;TP1010;TV1110;8
50692;VALLE DEL CAUCA;AP1062;AT1055;;ES0857;IM1055;ME1879;SE0894;SW1112;TP1155;TV0905;9
50694;VALLE DEL CAUCA;AP1064;AT1196;;ES0908;IM0856;ME1829;SE1074;SW1156;TP1106;TV1175;9
50695;VALLE DEL CAUCA;AP1000;AT1180;;ES0950;IM0900;ME1779;SE1096;SW1200;TP1000;TV1200;9
50696;VALLE DEL CAUCA;AP1139;AT0880;;ES1131;IM1191;ME1923;SE1040;SW0980;TP3156;TV1080;9
50697;VALLE DEL CAUCA;AP1095;AT1048;;ES1195;IM1038;ME3714;SE0965;SW1132;TP1130;TV0888;9
50698;VALLE DEL CAUCA;AP1199;AT2946;;ES0883;IM1129;;SE0879;SW0892;;TV1129;7
50699;VALLE DEL CAUCA;AP1205;AT1085;;;IM1043;ME1843;SE0885;SW0886;TP1135;TV0885;8
50700;VALLE DEL CAUCA;AP1102;AT1034;;ES1202;IM1044;ME1987;SE0972;SW1119;TP4323;TV0894;9
50702;BOLIVAR;AP2402;AT2279;;ES2189;IM2129;ME2974;SE2219;SW2379;TP2439;TV2904;9
50704;BOLIVAR;AP2421;AT2397;;ES2151;IM3271;ME2901;SE2171;SW2205;TP2299;TV2401;9
50705;BOLIVAR;AP2256;AT2248;;ES2398;IM2263;;SE2450;SW2200;;TV2447;7
50706;BOLIVAR;AP2436;AT2165;;ES2116;IM2216;ME2883;SE2185;SW2354;TP2415;TV2265;9
50708;CAUCA;AP0875;AT0915;;ES1045;IM0945;ME2020;SE1145;SW0935;TP1205;TV0955;9
50709;CAUCA;AP0162;AT0163;;ES0162;IM0478;ME1213;SE0162;SW0162;TP3072;TV0162;9
50710;CAUCA;AP0106;AT0106;;ES0106;IM0106;;SE0106;SW0106;TP0106;TV0106;8
50712;CAUCA;AP0120;AT0119;;ES0120;IM0119;ME1224;SE0119;SW0119;;TV0546;8
50713;CAUCA;AP0286;AT0286;;ES0286;IM3290;ME1414;SE0286;SW0286;;TV0286;8
50714;CAUCA;AP0474;AT0836;;ES0475;IM0854;ME1358;SE0341;SW0324;;TV0216;8
50715;CAUCA;AP0224;AT0058;;ES0823;IM0530;ME1139;SE0586;SW0090;TP0390;TV0472;9
50716;CAUCA;AP0789;AT0789;;ES0789;IM3398;ME1640;SE0789;SW0789;TP0790;TV0789;9
50717;CAUCA;AP0790;AT0790;;ES2984;;;SE0790;SW0790;;TV0790;6
50720;CAUCA;AP0184;AT0184;;ES0184;IM0184;ME1215;SE0184;SW0184;TP0377;TV0184;9
50721;CAUCA;AP0223;AT0057;;ES0822;IM3072;ME1704;SE0585;SW0089;TP0389;TV0471;9
50722;CAUCA;AP0130;AT3008;;ES0130;IM0130;ME1361;SE0130;SW0130;TP0130;TV0130;9
50723;CAUCA;AP0786;AT0786;;ES0786;IM0786;ME1628;SE0786;SW0786;TP0786;TV0786;9
50724;CAUCA;AP0151;AT0151;;ES0151;IM0151;ME1537;SE0151;SW0151;TP0151;TV0151;9
50725;CAUCA;AP0511;AT3202;;ES0491;IM0241;ME1641;SE0324;SW0470;TP3589;TV0229;9
50726;CAUCA;AP0396;AT0214;;ES0099;IM0606;ME1019;SE0701;SW0372;TP2998;TV0687;9
50727;CAUCA;AP0791;AT0791;;ES0791;IM0791;ME1270;SE0791;SW0791;TP0791;TV0791;9
50728;CAUCA;AP0034;AT0034;;ES0034;IM0034;;SE0034;SW0034;TP0034;TV0436;8
50729;CAUCA;AP0458;AT0855;;ES0458;IM0208;ME1451;SE0308;SW0308;TP0308;TV0255;9
50730;CAUCA;AP0027;AT0027;;ES0027;IM0027;ME1483;SE0027;SW0027;TP3031;TV0429;9
50731;CAUCA;AP0518;AT0813;;ES0498;IM0248;ME1534;SE0346;SW0322;TP0508;TV0213;9
50732;CAUCA;AP0046;AT0046;;ES0046;IM0046;ME3565;SE0046;SW0046;TP0046;TV0448;9
50736;CAUCA;AP0519;AT0445;;ES0499;IM3355;ME1545;SE0317;SW0478;TP3409;TV0240;9
50737;CAUCA;AP0371;;;ES0574;IM0571;ME1016;;SW0507;TP0639;TV0347;7
50738;CAUCA;AP0297;AT2941;;ES0488;IM0097;ME1694;SE0297;SW0297;TP3173;TV0244;9
50739;CAUCA;AP0282;AT0282;;ES0282;IM0282;ME1428;SE0282;SW0282;TP0282;TV0282;9
50741;CAUCA;AP0613;AT0645;;ES0229;IM0852;ME1327;SE0367;SW0393;TP0675;TV0381;9
50742;CAUCA;AP0849;AT0511;;ES0424;IM3489;ME1010;SE0059;SW0214;TP0850;TV0585;9
50744;CAUCA;AP0147;AT0147;;ES0147;IM0147;ME1245;SE0147;SW0147;TP0147;TV0147;9
50745;CAUCA;AP0770;AT3998;;;IM0770;ME3637;SE0453;SW0770;TP4000;TV0770;8
50746;CAUCA;AP0476;AT0837;;ES0476;IM0226;;SE0343;SW0326;TP0497;TV0217;8
50747;CAUCA;AP0322;AT0497;;ES0534;IM0514;ME1706;SE0434;SW0530;TP0321;TV0332;9
50748;CAUCA;AP0135;AT0135;;ES0135;IM2998;ME1660;SE0135;SW0135;TP0522;TV0135;9
50749;CAUCA;AP0597;AT0373;;ES0386;IM0672;ME1311;SE0474;SW0700;TP0698;TV0609;9
50750;CAUCA;AP0718;AT0718;;ES0718;IM0718;ME1668;SE0718;SW0718;TP0718;TV0718;9
50751;CAUCA;AP0845;AT0551;;ES0415;IM0576;;SE0070;SW0211;TP0831;TV0591;8
50752;CAUCA;AP1035;AT0995;;ES0995;IM3277;ME1088;SE0744;SW1085;TP1095;TV0995;9
50753;CAUCA;AP0407;AT0209;;ES0059;IM0407;ME1631;SE0509;SW0008;TP0559;TV0407;9
50754;CAUCA;AP0212;;;ES3010;;;;SW0588;;;3
50755;CAUCA;AP0277;AT3277;;ES0277;IM0277;ME1715;SE0277;SW0277;TP3739;TV0277;9
50756;CAUCA;AP0205;AT2880;;ES3060;IM0205;ME1155;SE0205;SW0205;TP0493;TV0205;9
50757;CAUCA;AP0418;AT0245;;ES0068;IM0424;ME3636;SE0510;SW0564;TP0414;TV0105;9
50758;CAUCA;AP0516;AT2922;;ES0495;IM0246;;SE0313;SW0475;TP2988;TV0242;8
50759;CAUCA;AP0142;AT3052;;ES0142;IM0142;ME1389;SE0142;SW0142;TP3095;TV0142;9
50760;CAUCA;AP0271;AT0271;;ES0271;IM0271;ME1297;SE0271;SW0271;TP0271;TV0271;9
50761;CAUCA;AP0851;AT0509;;ES0426;IM0595;ME1004;SE0061;SW0216;TP0841;TV0587;9
50762;CAUCA;;;;;;;;;TP0638;TV0346;2
50763;CAUCA;AP0281;AT0281;;ES0281;IM0281;ME1426;SE0281;SW0281;TP0281;TV0281;9
50764;CAUCA;AP0801;AT0801;;ES0801;IM0801;ME1291;SE0801;SW0801;TP0801;TV0801;9
50765;CAUCA;AP0406;AT0208;;ES0058;IM0406;ME1632;SE0508;SW0007;TP3713;TV0406;9
50766;CAUCA;AP0048;AT0048;;ES0047;IM0048;;SE0049;SW0047;TP3524;TV0450;8
50767;CAUCA;AP0705;AT0097;;ES0101;IM0451;ME1125;SE0538;SW0615;TP0640;TV0348;9
50768;CAUCA;AP0343;AT2982;;ES3054;IM0637;ME3514;SE2921;SW2936;TP4040;TV0393;9
50769;CAUCA;AP0268;AT0269;;ES0269;IM0269;;SE0269;SW0269;TP0432;TV0269;8
50770;CAUCA;AP0160;AT0160;;ES2965;IM0160;ME1355;SE0160;SW0160;TP0429;TV0160;9
50771;CAUCA;AP0534;AT0452;;ES0309;IM0455;ME1622;SE0518;SW0340;TP3653;TV0695;9
50773;CAUCA;AP0425;AT0232;;ES3096;IM3448;;SE0671;SW0571;TP0537;TV0092;8
50774;CAUCA;AP0279;AT2992;;ES2941;IM0279;ME1401;SE0279;SW0279;TP0516;TV0279;9
50776;CAUCA;AP0081;AT0391;;ES0392;IM0654;ME1323;SE0393;SW0451;TP0365;TV0383;9
50778;CORDOBA;AP1464;AT1404;;ES1474;IM1624;ME2314;SE1224;SW1424;TP1305;TV1664;9
50779;CORDOBA;AP1309;AT1368;;ES1358;IM1638;ME2499;SE1241;SW1441;;TV1690;8
50780;CORDOBA;AP1628;AT1303;;ES1622;IM3463;ME2439;SE1273;SW1268;TP1562;TV1573;9
50781;CORDOBA;AP1330;AT1420;;ES1280;IM1310;ME2394;SE1480;SW1375;TP1378;TV1300;9
50782;CORDOBA;AP1404;AT1604;;ES1558;IM1639;ME2293;SE1556;SW1658;TP1669;TV1479;9
50784;CORDOBA;AP1430;AT1329;;ES1330;IM1530;ME2139;SE1630;SW1330;TP1530;TV1330;9
50785;CORDOBA;AP1390;AT1641;;ES1415;IM1326;ME2219;SE1659;SW1457;TP1336;TV1366;9
50786;CORDOBA;AP1333;AT1418;;ES1277;IM3334;ME2391;SE1477;SW1367;;TV1297;8
50787;CORDOBA;AP1355;AT1436;;ES1265;IM2957;ME2401;SE1456;SW1395;TP3629;TV1646;9
50788;CORDOBA;AP1349;AT1442;;ES3084;IM1591;ME3786;SE1460;SW1389;TP4728;TV1668;9
50789;CORDOBA;AP1447;AT1307;;ES1354;IM1547;ME2102;SE1647;SW1347;TP1646;TV1670;9
50792;CORDOBA;AP1291;AT1220;;ES3079;IM1650;ME2217;SE1540;SW1240;TP3146;TV1370;9
50795;CORDOBA;AP1341;AT1432;;ES1270;IM1572;ME2411;SE1472;SW1382;;TV1642;8
50796;CORDOBA;AP1428;AT1327;;ES1328;IM3301;;SE1628;SW1328;TP1528;TV1328;8
50797;CORDOBA;AP1452;AT1311;;ES1350;IM1551;ME2107;SE1651;SW1351;TP1243;TV1351;9
50801;CORDOBA;AP1492;AT1372;;ES1675;IM1642;ME2330;SE1507;SW1440;;TV1702;8
50802;CORDOBA;AP1629;AT1302;;ES1621;IM1489;ME2431;SE1272;;TP3428;TV1572;8
50805;CORDOBA;AP1342;AT1433;;ES1271;IM1573;ME2274;SE1473;SW1383;TP1479;TV2965;9
50806;CORDOBA;AP1450;AT1310;;ES1351;IM1550;ME3820;SE1650;SW1350;TP4679;TV1350;9
50808;CORDOBA;AP1354;;;ES1264;IM1587;ME3768;SE1465;SW1394;;TV1655;7
50809;CORDOBA;AP1455;AT1314;;ES1455;IM1554;ME2109;SE1654;SW1354;;TV1354;8
50810;CORDOBA;AP1634;AT1297;;ES3023;;ME2440;SE1267;SW1275;;TV1567;7
50811;CORDOBA;AP1667;AT3203;;ES1557;IM3370;ME2174;SE1412;SW1207;TP3504;TV1398;9
50813;CORDOBA;AP1475;AT1393;;ES1505;IM1654;ME3833;SE1255;SW1455;TP4662;TV1675;9
50814;CORDOBA;AP1474;AT1214;;ES1404;IM1324;ME2276;SE1542;SW1254;TP3137;TV1364;9
50816;CORDOBA;AP1536;AT1634;;ES1429;IM3505;ME2281;SE1668;SW1526;TP1466;TV1422;9
50817;CORDOBA;AP1473;AT1213;;ES1403;IM3559;ME2253;SE1553;SW1253;TP1641;TV1363;9
50818;CORDOBA;AP1659;AT1469;;ES1700;IM1250;ME3767;SE1349;SW1512;TP1661;TV1489;9
50819;CORDOBA;AP1270;AT1240;;ES1369;IM1351;ME2280;SE1520;SW1220;TP1287;TV1390;9
50820;META;AP2529;AT2529;;;IM2529;ME3232;SE2529;SW2529;TP2529;TV2529;8
50823;META;AP0002;AT0002;;ES0002;IM3007;ME0002;SE0002;SW0002;TP3263;TV0002;9
50824;META;AP2503;AT3157;;ES2503;IM2503;ME3153;SE2503;SW2503;TP3008;TV2503;9
50825;SUCRE;AP1844;AT1903;;ES1838;IM3262;ME2802;SE1853;SW1838;TP3277;TV1838;9
50826;SUCRE;AP1904;AT1854;;ES1904;IM3046;ME2773;SE1896;SW1904;TP2047;TV1902;9
50827;SUCRE;AP1754;AT2030;;ES1754;IM3590;ME2541;SE1754;SW1754;TP3334;TV1754;9
50829;SUCRE;AP1720;AT1720;;ES1720;IM1720;ME2514;SE1720;SW1720;TP1948;TV1720;9
50830;SUCRE;AP1772;AT1772;;ES1772;IM1772;;SE1772;SW1772;TP4925;TV1772;8
50832;SUCRE;AP1793;AT1792;;ES1794;IM3026;;SE1808;SW1793;TP2103;TV1793;8
50833;SUCRE;AP1893;AT1893;;ES3151;IM3076;ME2790;SE1893;SW1893;TP1903;TV1893;9
50834;SUCRE;AP1795;AT1795;;ES2093;IM1795;;SE1810;SW1795;TP5012;TV1795;8
50835;SUCRE;AP1766;AT1766;;ES1766;IM3273;ME2561;SE1766;SW1766;TP3296;TV1766;9
50837;SUCRE;AP1760;AT1760;;ES1760;IM1760;ME2555;SE1760;SW1760;TP2017;TV2050;9
50838;SUCRE;AP1768;AT1768;;ES1768;IM1768;;SE1768;SW1768;TP4926;TV1768;8
50839;SUCRE;AP1799;AT1799;;ES1780;;;SE1821;SW1799;;TV1799;6
50841;SUCRE;AP1769;AT1841;;ES2092;IM3385;;SE1769;SW1769;TP2104;TV1769;8
50842;SUCRE;AP1812;AT1939;;ES1812;IM3252;ME2726;SE1992;SW1975;TP1917;TV1814;9
50844;SUCRE;AP1802;AT1802;;ES1802;IM1803;ME2711;SE1802;SW1802;TP0188;TV1803;9
50846;SUCRE;AP1794;AT1794;;ES2095;IM1794;ME2696;SE1809;SW1794;TP3613;TV1794;9
50848;SUCRE;AP1780;AT1780;;ES1779;IM1780;;SE1780;SW2056;TP5011;TV1780;8
50849;SUCRE;AP1741;AT2035;;ES1741;IM2979;ME2534;SE1741;SW1741;TP3423;TV1942;9
50850;VALLE DEL CAUCA;AP1179;AT1058;;ES1160;IM1110;ME3755;SE0862;SW0872;TP2136;TV1109;9
50851;VALLE DEL CAUCA;AP0859;AT1149;;ES1009;IM1173;ME2049;SE1119;SW0909;TP4310;TV0919;9
50852;VALLE DEL CAUCA;AP1174;AT1104;;ES0904;IM1144;ME1815;SE1090;SW0904;TP1069;TV1144;9
50853;VALLE DEL CAUCA;AP0861;AT1151;;ES1011;IM0921;ME2043;SE1121;SW0911;TP4339;TV0921;9
50854;VALLE DEL CAUCA;AP0925;AT0945;;ES1105;IM0965;ME1784;SE0915;SW1025;TP2810;TV1045;9
50856;VALLE DEL CAUCA;AP1178;AT1059;;ES1159;IM1109;ME3705;;SW0871;;TV1108;7
50857;VALLE DEL CAUCA;AP0987;AT1167;;ES0937;;ME1956;SE0897;SW1187;TP0986;TV1187;8
50858;VALLE DEL CAUCA;AP0856;AT4291;;ES1006;IM0916;ME2041;SE1116;SW0906;TP4311;TV0916;9
50859;VALLE DEL CAUCA;AP0951;AT1131;;ES1032;IM0972;ME1970;SE1112;SW1031;TP1171;TV1011;9
50860;VALLE DEL CAUCA;AP1198;AT1078;;ES0884;IM1128;;SE0878;SW0893;TP4317;TV1128;8
50861;VALLE DEL CAUCA;AP0909;AT1119;;ES1049;IM2989;ME3732;SE0919;SW0919;TP4303;TV0939;9
50862;VALLE DEL CAUCA;AP0883;AT1113;;ES1063;IM0913;ME3756;SE1153;SW1013;TP4302;TV1053;9
50863;VALLE DEL CAUCA;AP1141;AT0882;;ES1133;IM1193;ME1915;SE1042;SW0982;;TV1082;8
50864;VALLE DEL CAUCA;AP0997;AT1177;;ES0947;IM0897;ME3753;SE1093;SW1197;TP2804;TV1197;9
50865;VALLE DEL CAUCA;AP1177;AT1061;;ES1158;IM1108;ME1880;SE0860;SW0870;TP3590;TV2891;9
50867;VALLE DEL CAUCA;AP1058;AT1051;;ES0861;IM1051;ME1863;SE0890;SW1108;TP3727;TV0901;9
50869;CAUCA;AP0440;AT0458;;ES0245;IM3143;ME1712;SE0591;SW0843;TP0359;TV0458;9
50870;CAUCA;AP0164;AT0164;;ES0164;IM3446;ME1362;SE0164;SW0164;TP0164;TV0164;9
50872;CORDOBA;AP1313;AT1253;;ES3006;IM3177;;SE1657;SW1213;TP1314;TV1287;8
50873;VALLE DEL CAUCA;AP0944;;;ES1074;IM0993;ME1798;SE0934;SW0954;TP0934;TV0914;8
50874;VALLE DEL CAUCA;AP0903;AT0933;;ES1084;IM3473;ME3754;SE1132;SW1043;TP1164;TV1023;9
50875;SUCRE;AP1889;AT1889;;ES1889;;ME2639;SE1889;SW1889;TP1947;TV1889;8
50876;BOLIVAR;AP2279;AT2228;;ES2408;IM2428;ME2913;SE2428;SW2178;TP3262;TV2428;9
50878;BOLIVAR;AP2128;AT2438;;ES2228;IM2398;ME3044;SE2109;SW2413;TP2249;TV2323;9
50879;BOLIVAR;AP2407;AT2187;;ES2137;IM2932;;SE2157;SW2307;TP2305;TV2387;8
50880;BOLIVAR;AP2359;AT2259;;ES2169;IM3266;ME2954;SE2209;SW2359;TP2920;TV2359;9
50881;BOLIVAR;AP2116;AT2426;;ES2346;IM2156;ME3131;SE2357;SW2425;TP2226;TV2335;9
50882;CAUCA;AP0191;AT0191;;ES0191;IM2922;ME1671;SE0191;SW0191;;TV0191;8
50884;CAUCA;AP0168;AT2888;;ES0168;IM3230;ME1677;SE0168;SW2913;TP3361;TV0168;9
50885;CAUCA;AP0029;AT0029;;ES0029;IM0029;ME1482;SE0029;SW0029;TP2524;TV0431;9
50886;CAUCA;AP0761;AT0761;;ES0761;IM3052;ME1281;SE0761;SW0761;TP0761;TV0761;9
50887;CAUCA;AP0743;AT0743;;ES1036;IM0743;ME1081;SE0743;SW0743;TP0743;TV0948;9
50888;CAUCA;AP0429;AT0278;;ES0278;IM0278;;SE0278;SW0314;TP0220;TV0278;8
50890;CAUCA;AP0276;AT0276;;ES0276;IM0276;ME1404;SE0276;SW0276;TP0276;TV0276;9
50891;CAUCA;AP0274;AT0274;;ES0274;IM2970;ME1436;SE0274;SW0274;TP0476;;8
50892;CAUCA;AP0026;AT0026;;ES0026;IM0026;ME3510;SE0026;SW0026;TP0480;TV0428;9
50893;CAUCA;AP0638;AT3021;;ES3065;IM3445;ME3631;SE0226;SW2877;TP0602;TV0173;9
50895;CAUCA;AP0188;AT3142;;ES3128;IM0188;ME1333;SE0188;SW0188;TP3438;TV0188;9
50896;CAUCA;AP0366;AT3006;;ES0319;IM0369;ME3649;SE0619;SW0272;;TV0066;8
50897;CAUCA;AP0304;AT0304;;ES0304;IM0304;ME1446;SE0304;SW0304;TP0304;TV0304;9
50900;CAUCA;AP0714;AT0557;;ES0714;IM0714;ME1046;SE0714;SW0714;TP0714;TV0714;9
50901;CAUCA;AP0737;AT0737;;ES0738;IM0737;ME1603;SE0737;SW0737;TP0737;TV0737;9
50902;CAUCA;AP0361;AT0414;;ES0314;IM0364;ME1156;SE0614;SW0608;TP0249;TV0061;9
50903;CAUCA;AP0750;AT0750;;ES0750;IM0750;ME1648;SE0750;SW0750;;TV0750;8
50904;CAUCA;AP0199;AT0199;;ES0199;IM0199;ME1662;SE0199;SW0199;TP0199;TV0199;9
50905;CAUCA;AP0190;AT0496;;ES2964;IM3310;;SE0639;SW2895;TP3466;TV0243;8
50906;CAUCA;AP0185;AT0185;;ES0185;IM0185;ME1661;SE0185;SW0185;TP0430;TV0185;9
50907;CAUCA;AP0176;AT0176;;ES0176;IM0176;ME1695;SE0176;SW0176;TP0176;TV0176;9
50908;CAUCA;AP0207;AT0587;;ES0580;IM0326;ME1724;SE0377;SW0680;TP0487;TV0399;9
50909;CAUCA;AP0264;AT0264;;ES0264;IM0264;ME1412;SE0264;SW0264;TP4001;TV0264;9
50910;CAUCA;AP0528;AT0248;;ES0065;IM0415;ME3696;SE0515;SW0487;TP0075;TV0702;9
50911;CORDOBA;AP1439;AT1322;;ES1342;IM3503;ME2114;SE1639;SW1339;TP1478;TV1339;9
50914;CORDOBA;AP1343;AT1434;;ES1272;IM1574;ME2417;SE1474;SW1384;TP1365;TV1644;9
50915;CORDOBA;AP1453;AT1312;;ES1349;;ME2106;SE1652;SW1352;TP1240;TV1352;8
50916;CORDOBA;AP1393;AT1640;;ES1414;IM1375;ME2283;SE1658;SW1236;TP1475;;8
50917;CORDOBA;AP1266;AT1236;;ES2944;IM1346;ME2151;SE1516;SW1216;TP1319;TV1386;9
50918;CORDOBA;AP1662;AT1472;;ES1703;IM3104;ME2153;SE1352;SW1513;TP1237;TV1492;9
50919;CORDOBA;AP1497;AT1356;;;IM1614;ME3824;SE1214;SW1407;TP3421;TV1695;8
50920;CORDOBA;AP1499;AT1362;;ES1462;IM1610;ME2272;SE1210;SW1411;TP3087;TV1692;9
50923;META;AP2485;AT2485;;ES2485;IM2485;ME3325;SE2485;SW2485;TP2491;TV2485;9
50925;META;AP2549;AT2549;;ES2549;IM2549;ME3243;SE2549;SW2549;TP2511;TV2549;9
50926;SUCRE;AP1733;AT1733;;ES1733;IM1733;ME2522;SE1733;SW1733;TP4935;TV1733;9
50927;SUCRE;AP1803;AT1803;;ES1746;IM1805;ME2652;SE1803;SW1803;TP1803;TV1805;9
50928;SUCRE;AP1824;AT1824;;ES1824;IM1824;ME2676;SE1832;SW1824;TP1962;TV1824;9
50929;SUCRE;AP1852;AT1919;;ES2054;IM3569;ME2624;SE1972;SW1953;TP2020;TV1977;9
50930;SUCRE;AP1749;AT1749;;ES1749;IM1749;ME2542;SE1749;SW1749;TP3698;TV1749;9
50931;SUCRE;AP1751;AT1751;;ES3101;IM1751;ME2549;SE1751;SW1751;TP4916;TV1751;9
50932;SUCRE;AP1750;AT1750;;ES1750;IM3044;ME2548;SE1750;SW1750;TP2903;TV1750;9
50933;SUCRE;AP1899;AT1899;;ES1899;IM3553;ME2767;SE1909;SW1909;TP3425;TV1899;9
50934;SUCRE;AP1843;AT1902;;ES1839;;ME2805;SE1852;SW1839;TP4950;TV1839;8
50936;VALLE DEL CAUCA;AP0969;AT1189;;ES0920;;ME1983;SE1069;SW1169;TP0970;TV1169;8
50937;VALLE DEL CAUCA;AP0887;AT1137;;ES1017;IM0947;ME3734;SE0947;SW1047;TP4300;TV0927;9
50938;VALLE DEL CAUCA;AP0967;AT1187;;ES0917;IM0867;ME1980;SE1067;SW1167;TP0967;TV1167;9
50940;VALLE DEL CAUCA;AP0938;AT0948;;ES0919;IM2908;;SE0928;SW0948;TP0928;TV0908;8
50941;VALLE DEL CAUCA;AP0881;AT1111;;ES1061;IM0911;ME1800;SE1151;SW1011;TP0874;TV1051;9
50942;VALLE DEL CAUCA;AP0966;AT1186;;ES0916;IM0857;ME1981;SE1066;SW1166;TP0966;TV1166;9
50945;VALLE DEL CAUCA;AP0986;AT1166;;ES0936;IM3613;ME1802;SE0896;SW1186;TP4336;TV1186;9
50946;VALLE DEL CAUCA;AP1200;AT1080;;ES0882;IM1130;ME3737;SE0880;SW0891;TP4301;TV1130;9
50947;VALLE DEL CAUCA;AP1059;AT1052;;ES0860;IM1052;ME1877;SE0891;SW1109;TP1152;TV0902;9
50948;VALLE DEL CAUCA;AP1153;AT0892;;ES1144;IM3609;ME1900;SE0996;SW0993;TP0888;TV1093;9
50949;CAUCA;AP0482;AT0828;;ES0482;IM3187;ME3633;SE0333;SW0461;TP3511;TV0223;9
50950;CAUCA;AP0749;AT0749;;ES0749;IM0749;ME1687;SE0749;SW0749;TP0405;TV0749;9
50951;META;AP2474;AT2474;;ES2474;IM2474;ME3215;SE2474;SW2474;TP2474;TV2474;9
50952;CORDOBA;AP1307;AT1248;;ES1361;;ME2495;SE1511;SW1442;TP2904;TV1699;8
50953;BOLIVAR;AP2243;AT2390;EC2403;ES2240;IM3499;;;SW2253;TP2370;;7
50955;CORDOBA;AP1484;AT1385;;ES1484;IM1634;ME2332;SE1234;SW1434;TP1459;TV1677;9
50956;CORDOBA;AP1440;AT1321;;ES1341;IM1540;ME2120;SE1640;SW1340;TP1540;TV1340;9
50958;CORDOBA;AP1461;AT1398;;ES1469;IM3139;ME3796;SE1217;SW1418;TP1408;TV1274;9
50959;CAUCA;AP0486;AT0825;;ES0486;IM0236;ME3534;SE0331;SW0465;TP4046;TV0227;9
50960;CAUCA;AP0287;AT0287;;ES0287;IM0287;ME1416;SE0287;SW0287;TP0468;TV0287;9
50961;CAUCA;AP0117;AT0117;;ES0117;IM0117;ME1304;SE0117;SW0117;TP3679;TV0117;9
50962;CAUCA;AP0235;AT0328;;ES0485;IM0235;ME1498;SE0330;SW0464;TP0082;TV0226;9
50963;CAUCA;AP0792;AT0792;;ES0792;IM1335;ME1275;SE0792;SW0792;TP0792;TV0792;9
50964;CORDOBA;AP1482;AT1384;;ES2971;IM3274;ME2334;SE1233;SW1433;TP1433;TV1679;9
50965;CORDOBA;AP2883;AT1417;;ES3075;IM1306;ME2396;SE1476;SW1366;TP1303;TV1296;9
50966;CORDOBA;AP1373;AT1663;;ES2932;IM1597;ME2095;SE1499;SW1399;TP1399;TV1607;9
50967;CAUCA;AP0483;AT0829;;ES0483;IM0233;ME1501;SE0334;SW0462;TP0563;TV0224;9
